"","scroll_type","scroll_time","scroll_depth","scroll_duration","subj_id","expt_condition","scroll_time_norm"
"238","down",553.106200000018,45,0.0168000000119264,"5ed4954aea62124652e189c9_1649962444265","heading",0.976143262551565
"239","down",553.122700000018,46,0.0164999999999509,"5ed4954aea62124652e189c9_1649962444265","heading",0.976172382391176
"240","down",553.139300000012,48,0.0165999999940141,"5ed4954aea62124652e189c9_1649962444265","heading",0.976201678714654
"241","down",553.172900000006,49,0.0335999999940668,"5ed4954aea62124652e189c9_1649962444265","heading",0.976260977297125
"242","down",553.222,50,0.0490999999940414,"5ed4954aea62124652e189c9_1649962444265","heading",0.976347630880443
"243","down",557.572700000018,54,4.35070000001792,"5ed4954aea62124652e189c9_1649962444265","heading",0.984025914892447
"244","down",557.589200000018,57,0.0164999999999509,"5ed4954aea62124652e189c9_1649962444265","heading",0.984055034732058
"245","down",557.605900000006,59,0.0166999999880773,"5ed4954aea62124652e189c9_1649962444265","heading",0.984084507539402
"246","down",557.622599999994,60,0.0166999999880773,"5ed4954aea62124652e189c9_1649962444265","heading",0.984113980346745
"247","down",557.639200000018,61,0.0166000000239137,"5ed4954aea62124652e189c9_1649962444265","heading",0.984143276670275
"248","down",557.672599999994,62,0.0333999999761545,"5ed4954aea62124652e189c9_1649962444265","heading",0.984202222284962
"249","down",557.871,63,0.198400000005904,"5ed4954aea62124652e189c9_1649962444265","heading",0.984552366295815
